Business Name,Industry,Complaint Type,Mediation Start Date,Mediation Close Date,Complaint Result,Satisfaction,Restitution,Business Building,Business Street,Building Address Unit,Business City,Business State,Business Zip,Complainant Zip ,Longitude,Latitude
"SEARS, ROEBUCK AND CO.",Appliances - 244,Exchange Goods/Contract Cancelled - E01,09/10/2019,10/09/2019,Cash Amount - AMT,Yes,1124.00,3333,BEVERLY RD,,HOFFMAN ESTATES,IL,60179,10312,-74.1679787215211,40.57869402095994
"HUNTER WARFIELD, INC.",Debt Collection Agency - 122,Misrepresentation - M01,02/12/2020,05/05/2020,Resolved and Consumer Satisfied - SPF,Yes,0.00,4620,WOODLAND CORPORATE BLVD,,TAMPA,FL,33614,10036,-73.98729976159922,40.766877083535654
BIG BOSS,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,11/30/2018,01/14/2019,No Satisfactory Agreement - NSA,No,0.00,9303,ROOSEVELT AVE,,JACKSON HEIGHTS,NY,11372,11373,-73.87360239131746,40.74873703289201
HILLSIDE AUTO MALL INC.,Secondhand Dealer Auto - 005,Misrepresentation - M01,09/27/2019,11/22/2019,No Satisfactory Agreement - NSA,No,0.00,15009,HILLSIDE AVE,,JAMAICA,NY,11432,10029,,
"IMPERIAL PARKING (U.S.), LLC",Garage - 049,Misrepresentation - M01,07/30/2019,08/23/2019,No Satisfactory Agreement - NSA,No,0.00,307,7TH AVE,STE 301,NEW YORK,NY,10001,10038,,
QUALITY HOMES USA INC.,Home Improvement Contractor - 100,Quality of Work - Q01,08/06/2019,10/01/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,1025,OLD COUNTRY RD,401,WESTBURY,NY,11590,11422,,
GLAMET LLC,Home Improvement Contractor - 100,Quality of Work - Q01,01/21/2020,02/19/2020,Unable to Locate Business - ULV,NA,0.00,1917,STILLWELL AVE,,BROOKLYN,NY,11223,10001,-73.99195197996293,40.74665422131971
GRAND AUTO INC,Tow Truck Company - 124,Surcharge/Overcharge - S02,01/23/2020,02/12/2020,Advised to Sue - ATS,No,0.00,9252,219TH ST,,QUEENS VILLAGE,NY,11428,11225,-73.91719053305431,40.71299048592929
YUMMY CAFE HOUSE INC,Restaurant - 818,Refund Policy - R01,02/18/2020,03/03/2020,Store Credit - SCR,Yes,9.00,1505,AVENUE U,,BROOKLYN,NY,11229,,-73.9553080536385,40.59896320228848
YES STAR FURNITURE INC.,Furniture Sales - 242,Non-Delivery of Goods - N01,09/25/2019,11/01/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,561,E 187TH ST,,BRONX,NY,10458,10457,-73.88876159760285,40.856200524944676
BEAR TRANSPORTATION LLC,Tow Truck Company - 124,Misrepresentation - M01,05/16/2019,06/14/2019,Advised to Sue - ATS,No,0.00,953,COLGATE AVE,,BRONX,NY,10473,10472,-73.88055886141574,40.82224298493549
MOSHE PRESS,Other,Non-Delivery of Service - N02,12/21/2018,01/11/2019,No Satisfactory Agreement - NSA,No,0.00,1815,AVENUE M,,BROOKLYN,NY,11230,,,
BPG 149TH M LLC,Garage & Parking Lot - 098,Surcharge/Overcharge - S02,09/24/2019,10/11/2019,No Business Response - NVR,No,0.00,225,E 149TH ST,,BRONX,NY,10451,10065,-73.92428580158358,40.81778962689832
Aces Towing,Tow Truck Company - 124,Surcharge/Overcharge - S02,01/24/2020,02/10/2020,Cash Amount - AMT,Yes,245.00,79,14TH ST,,BROOKLYN,NY,11215,,-73.94718362022242,40.65888674751084
KINGS AUTOSHOW INC.,Secondhand Dealer Auto - 005,Misrepresentation - M01,11/30/2018,01/10/2019,Advised to Sue - ATS,No,0.00,5815,CHURCH AVE,,BROOKLYN,NY,11203,11218,-73.92140647595355,40.6525041283601
ROYAL PRESTIGE/HY CITE CORPORATION,Appliances - 244,Refund Policy - R01,11/12/2019,12/24/2019,No Satisfactory Agreement - NSA,No,0.00,333,HOLTZMAN RD,,MADISON,WI,53713,10451,,
PAPA JOHNS PIZZA,Other,Misrepresentation - M01,08/27/2019,09/13/2019,Credit Card Refund and/or Contract Cancelled - CRC,Yes,28.00,2002,PAPA JOHNS BLVD,,LOUISVILLE,KY,40299,10461,,
"CHU, CHIEN MIN",Laundries,Receipt Incomplete/Not Given,07/15/2019,07/31/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,103,W 71ST ST,,NEW YORK,NY,10023,10023,-73.9795025502044,40.77682838361328
UNION SUPPLY DIRECT,Mailorder Misc - 319,Surcharge/Overcharge - S02,05/28/2019,07/09/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,PO BOX,P O BOX 9018,,RANCHO DOMINGUEZ,CA,90224,10562,,
GOURMET A' FARE FOOD MARKET,Supermarket - 819,Advertising/Misleading - A02,10/21/2019,10/28/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,1133,MANHATTAN AVE,,BROOKLYN,NY,11222,,,
FINEST AUTOMOTIVE RECOVERY INC,Tow Truck Company - 124,Billing Dispute - B02,04/12/2019,04/30/2019,Referred to Outside - RTO,NA,0.00,1410,61ST ST,,BROOKLYN,NY,11219,11370,-73.99636869624894,40.626565247630154
CITY AUTOMOTIVE INC,Tow Truck Company - 124,Unauthorized tow,10/29/2019,11/20/2019,Unable to Locate Business - ULV,NA,0.00,21625,HEMPSTEAD AVE,,QUEENS VILLAGE,NY,11429,11374,-73.86874782314621,40.734253025586284
"AIRLITE WINDOWS, INC.",Home Improvement Contractor - 100,Damaged Goods - D01,01/22/2019,01/23/2019,Referred to Outside - RTO,NA,0.00,1639,MCDONALD AVE,,BROOKLYN,NY,11230,,-73.97376846684402,40.612934420093005
EL DISTRIBUTOR OF NY INC,Furniture Sales - 242,Damaged Goods - D01,08/28/2019,09/06/2019,Goods Exchanged - GEX,Yes,384.00,16619,JAMAICA AVE,,JAMAICA,NY,11432,11412,-73.79373211316998,40.70591865561961
"METROPCS NEW YORK, LLC",Secondhand Dealer [General] - 006,Misrepresentation - M01,03/09/2020,04/15/2020,No Consumer Response - NCR,NA,0.00,12920,SE 38TH ST,,BELLEVUE,WA,98006,11103,,
ASBESTWAYS SOLUTIONS CORP.,Misc Non-Food Retail - 817,Non-Delivery of Service - N02,12/26/2019,01/17/2020,Referred to Outside - RTO,NA,0.00,132,WASHINGTON AVE,,BROOKLYN,NY,11205,10065,,
CHARLES GARAGE MGMT LLC.,Garage - 049,Surcharge/Overcharge - S02,02/11/2020,02/14/2020,Resolved and Consumer Satisfied - SPF,Yes,0.00,140,CHARLES ST,,NEW YORK,NY,10014,07063,-74.00798156190001,40.73416286221032
BEST FURNITURE & MATTRESS CORP.,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,04/15/2019,05/14/2019,No Business Response - NVR,No,0.00,14823,JAMAICA AVE,,JAMAICA,NY,11435,11435,-73.80614416253427,40.70181483648521
QUALIFIED AUTOMOTIVE INC.,Tow Truck Company - 124,Surcharge/Overcharge - S02,03/08/2019,03/20/2019,Referred to Outside - RTO,NA,0.00,2002,NEPTUNE AVE,,BROOKLYN,NY,11224,11235,,
AUTO QUEENS TOWING CORP.,Tow Truck Company - 124,Misrepresentation - M01,12/20/2019,12/27/2019,Cash Amount - AMT,Yes,180.00,9741,86TH ST,,OZONE PARK,NY,11416,11378,-73.85389559316629,40.68672323450023
MATT'S TOWING CORP.,Tow Truck Company - 124,Surcharge/Overcharge - S02,01/08/2019,01/18/2019,Consumer Took Action - CTA,No,0.00,1775,PACIFIC ST,,BROOKLYN,NY,11213,11213,-73.93136799464132,40.6766590705356
COHEN'S FASHION OPTICAL,Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,04/16/2019,05/07/2019,Credit Card Refund and/or Contract Cancelled - CRC,Yes,15.00,100,QUENTIN ROOSEVELT BLVD,400,GARDEN CITY,NY,11530,10023,,
"C. TECH COLLECTIONS, INC.",Debt Collection Agency - 122,Misrepresentation - M01,02/10/2020,02/25/2020,Resolved and Consumer Satisfied - SPF,Yes,0.00,5505,NESCONSET HWY,STE 200,MOUNT SINAI,NY,11766,10032,,
G BUILDERS,Home Improvement Contractor - 100,Quality of Work - Q01,06/19/2019,08/16/2019,No Business Response - NVR,No,0.00,1274,49TH ST,129,BROOKLYN,NY,11219,11229,,
NEW CONCEPT FURNITURE INC.,Furniture Sales - 242,,09/19/2019,09/24/2019,Referred to Outside - RTO,NA,0.00,3633,MAIN ST,,FLUSHING,NY,11354,11354,-73.83158336950429,40.762349371066946
CCH MECHANICAL SERVICES INC,Home Improvement Contractor - 100,Non-Delivery of Service - N02,06/19/2019,08/01/2019,Advised to Sue - ATS,No,0.00,44,COURT ST,12,BROOKLYN,NY,11201,11201,-73.9909632355784,40.69259062658877
GABI'S HARDWARE,Hardware-Retail - 811,Exchange Goods/Contract Cancelled - E01,02/19/2019,03/05/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,2030,JEROME AVE,,BRONX,NY,10453,06704,-73.90776923878863,40.85332711341692
NITRA INVESTORS LLC c/o ROXANN MANAGEMENT CORP,Misc Non-Food Retail - 817,Quality of Work - Q01,11/21/2019,11/26/2019,Referred to Outside - RTO,NA,0.00,7110,REPUBLIC AIRPORT,3,FARMINGDALE,NY,11735,10025,,
PP MANAGEMENT 1 CORP.,Parking Lot - 050,,05/17/2019,06/05/2019,Bill Reduced - BLR,Yes,225.00,1461,1ST AVE,132,NEW YORK,NY,10075,,,
WIRELESS ENTERPRISE INC,Electronic Store - 001,Breach of Contract - B03,08/12/2019,08/26/2019,Complaint Invalid - CIN,NA,0.00,822,E 149TH ST,437,BRONX,NY,10455,10455,-73.90541266835135,40.8124756312515
"THE CUSTOMER CENTER OF THE BRONX, LLC",Electronic Store - 001,Billing Dispute - B02,10/25/2019,12/12/2019,No Satisfactory Agreement - NSA,No,0.00,1,ODELL PLZ,275,YONKERS,NY,10701,10465,,
DELTA CONTRACTORS INC,Home Improvement Contractor - 100,,07/16/2019,07/30/2019,Cash Amount - AMT,Yes,3500.00,1306,E 14TH ST,3,BROOKLYN,NY,11230,,-73.93734682901295,40.58687494914948
BOOKING.COM,Other,Non-Delivery of Service - N02,12/06/2019,12/11/2019,Credit Card Refund and/or Contract Cancelled - CRC,Yes,0.00,800,CONNECTICUT AVE,,NORWALK,CT,06854,10009,-73.98286241271137,40.726998052481306
ALL NATION EMPLOYMENT AGENCY,Employment Agency - 034,Misrepresentation - M01,06/18/2019,07/08/2019,Advised to Sue - ATS,No,0.00,7230,BROADWAY,4,JACKSON HEIGHTS,NY,11372,11419,-73.89329561411988,40.74748339592997
TAVERNA KYCLADES,Restaurant - 818,Surcharge/Overcharge - S02,07/24/2019,08/12/2019,Referred to Outside - RTO,NA,0.00,3307,DITMARS BLVD,,ASTORIA,NY,11105,,-73.90950205328373,40.77529604269211
VENUS EVENT PLANNING AND  PARTY SUPPLIES,Misc Non-Food Retail - 817,Misrepresentation - M01,08/07/2019,09/03/2019,Advised to Sue - ATS,No,0.00,2318,GRAND CONCRS,,BRONX,NY,10458,,-73.8996398999224,40.85793691868048
G.L.A. SIGNS & AWNINGS LLC,Home Improvement Contractor - 100,Non-Delivery of Service - N02,11/21/2019,01/03/2020,Advised to Sue - ATS,No,0.00,277,VANDERVOORT AVE,,BROOKLYN,NY,11211,,-73.93387491781549,40.715328836716346
CURMSONS AUTO SALES INC,Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,01/10/2019,01/18/2019,Consumer Took Action - CTA,No,0.00,7307,QUEENS BLVD,,WOODSIDE,NY,11377,07057,-73.89007560978922,40.73919121548065
THE TUSCANY - A ST GILES SIGNATURE HOTEL,Hotel/Motel - 460,Advertising/Non-Availability - A03,11/01/2019,12/06/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,120,E 39TH ST,,NEW YORK,NY,10016,,-73.9780239045629,40.74977867447791
"SHOWROOM AUTO, LLC",Secondhand Dealer Auto - 005,Damaged Goods - D01,01/15/2020,01/22/2020,Referred to Outside - RTO,NA,0.00,4208,35TH AVE,,LONG ISLAND CITY,NY,11101,11236,-73.92036236625478,40.754301287841514
G.K.DEPARTMENT STORES,Furniture Sales - 242,Defective Goods - D02,02/12/2019,02/25/2019,Goods Received - GDR,Yes,0.00,601,86TH ST,,BROOKLYN,NY,11209,11228,,
MARIA MATEO P.C.,Other,Misrepresentation - M01,01/29/2020,02/20/2020,Resolved and Consumer Satisfied - SPF,Yes,0.00,12510,QUEENS BLVD,320,KEW GARDENS,NY,11415,10452,,
"STABLE CAR PARKING, INC.",Garage - 049,Surcharge/Overcharge - S02,10/23/2019,11/18/2019,Complaint Invalid - CIN,NA,0.00,11,RIVINGTON ST,,NEW YORK,NY,10002,11216,-74.03021025791192,40.618225404642956
STARBUCKS,Restaurant - 818,Surcharge/Overcharge - S02,02/26/2019,03/12/2019,No Business Response - NVR,No,0.00,2401,UTAH AVE S,,SEATTLE,WA,98134,11722,,
JUSTIN'S TOWING & STORAGE INC,Tow Truck Company - 124,Misrepresentation - M01,07/03/2019,07/12/2019,Complaint Invalid - CIN,NA,0.00,10715,96TH ST,1R,OZONE PARK,NY,11417,11365,-73.84004123750555,40.68117134091659
ROCKY D. CONSTRUCTION CORP.,Home Improvement Contractor - 100,Exchange Goods/Contract Cancelled - E01,09/12/2019,10/28/2019,Advised to Sue - ATS,No,0.00,2034,E 34TH ST,,BROOKLYN,NY,11234,11209,,
NEXT LEVEL,Other,Non-Delivery of Service - N02,01/07/2020,02/10/2020,Advised to Sue - ATS,No,0.00,347,5TH AVE,1402,NEW YORK,NY,10016,,,
"KIAYANI, MANSOOR",Home Improvement Contractor - 100,Damaged Goods - D01,12/18/2018,01/17/2019,Cash Amount - AMT,Yes,3500.00,15017,60TH AVE,1,FLUSHING,NY,11355,11361,-73.76275321074574,40.76071033987353
BLINK FITNESS,Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,03/15/2019,05/10/2019,Bill Reduced - BLR,Yes,0.00,386,PARK AVE S,11,NEW YORK,NY,10016,10017,,
THE HOME DEPOT AT-HOME SERVICES INC,Home Improvement Contractor - 100,Misrepresentation - M01,04/10/2019,05/16/2019,Goods Repaired - GRS,Yes,0.00,40,OSER AVE,STE 17,HAUPPAUGE,NY,11788,11377,,
SF EXPRESS,Mailorder Misc - 319,Non-Delivery of Goods - N01,02/20/2020,03/13/2020,Consumer Took Action - CTA,No,0.00,23039,ROCKAWAY BLVD,,JAMAICA,NY,11413,15106,,
LINDEN PAWN BROKERS INC,Pawnbroker - 080,Lost Property - L02,01/04/2019,03/18/2019,Cash Amount - AMT,Yes,500.00,19405,LINDEN BLVD,,SAINT ALBANS,NY,11412,11550,,
"BEST BUY STORES, L.P.",Electronic Store - 001,Damaged Goods - D01,10/21/2019,12/20/2019,Cash Amount - AMT,Yes,229.00,PO,P O BOX 4401,,LISLE,IL,60532,11224,-74.00062653927884,40.595362481159526
DANNY'S FURNITURE,Furniture Sales - 242,Non-Delivery of Goods - N01,01/23/2020,02/21/2020,Referred to Outside - RTO,NA,0.00,757,E TREMONT AVE,,BRONX,NY,10457,10460,-73.88922574784164,40.84448382097697
"TSANG CONSTRUCTION, INC.",Home Improvement Contractor - 100,Breach of Contract - B03,12/21/2018,01/14/2019,Complaint Invalid - CIN,NA,0.00,239,CENTRE ST,BSMT,NEW YORK,NY,10013,11020,,
L LINE BUILDERS,Home Improvement Contractor - 100,Quality of Work - Q01,04/11/2019,05/29/2019,Advised to Sue - ATS,No,0.00,85,W FAIRVIEW AVE,,VALLEY STREAM,NY,11580,10461,,
EL MOLDEN FURNITURE,Furniture Sales - 242,Damaged Goods - D01,01/14/2019,01/28/2019,No Satisfactory Agreement - NSA,No,0.00,20,E 170TH ST,,BRONX,NY,10452,10452,-73.91726727838643,40.840058168450724
HI-TECH WATERPROOFING & RESTORATION,Home Improvement Contractor - 100,Damaged Goods - D01,08/02/2019,08/23/2019,No Business Response - NVR,No,0.00,1724,AMSTERDAM AVE,2FS,NEW YORK,NY,10031,10024,-73.94745609412247,40.82545478700589
JENNIFER CONVERTIBLES,Furniture Sales - 242,Damaged Goods - D01,01/11/2019,02/05/2019,Referred to Outside - RTO,NA,0.00,335,CROSSWAYS PARK DR,,WOODBURY,NY,11797,11220,-74.02810523750549,40.62337791267285
QUEENS FURNITURE OF NY,Furniture Sales - 242,Defective Goods - D02,01/22/2020,02/14/2020,Advised to Sue - ATS,No,0.00,9040,ROOSEVELT AVE,,JACKSON HEIGHTS,NY,11372,11208,,
MALBRO CONSTRUCTION SERVICES INC,Home Improvement Contractor - 100,Breach of Contract - B03,12/02/2019,02/05/2020,Cash Amount - AMT,Yes,1109.00,21312,,,ROCKAWAY POINT,NY,11697,11697,,
"L & S TOWING, INC",Tow Truck Company - 124,Damaged Goods - D01,03/01/2019,03/06/2019,Referred to Outside - RTO,NA,0.00,41,RECTOR ST,,STATEN ISLAND,NY,10310,,,
QUIK PARK YORK AVENUE LLC,Parking Lot - 050,,11/04/2019,11/18/2019,Credit Card Refund and/or Contract Cancelled - CRC,Yes,49.00,270,MADISON AVE,200,NEW YORK,NY,10016,21234,,
ASUS COMPUTER INTERNATIONAL,Electronic Store - 001,Defective Goods - D02,01/11/2019,01/30/2019,Goods Exchanged - GEX,Yes,0.00,48720,KATO RD,,FREMONT,CA,94538,11385,,
"PLEXUS INTERIOR, LLC",Home Improvement Contractor - 100,Non-Delivery of Service - N02,02/24/2020,03/31/2020,Consumer Took Action - CTA,No,0.00,962,E 31TH ST,,BROOKLYN,NY,11210,11226,,
EMPIRE STATE CONTRACTING AND DESIGN INC.,Home Improvement Contractor - 100,Quality of Work - Q01,01/02/2020,02/04/2020,Advised to Sue - ATS,No,0.00,68,HILLIS ST,,STATEN ISLAND,NY,10312,,-74.10266224250125,40.62567681766269
"LARDON 1350, LLC",Garage - 049,Damage / Estimate,11/13/2019,12/26/2019,No Business Response - NVR,No,0.00,545,5TH AVE,STE 310,NEW YORK,NY,10017,07205,-73.97918797657142,40.75516408387343
LOWE'S,Appliances - 244,Exchange Goods/Contract Cancelled - E01,02/06/2020,03/12/2020,Store Credit - SCR,Yes,674.00,1000,LOWES BLVD,,MOORESVILLE,NC,28117,10302,-74.16190322554753,40.62669010382424
ASHLEY FURNITURE HOMESTORE,Furniture Sales - 242,Misrepresentation - M01,01/08/2020,02/19/2020,Goods Exchanged - GEX,Yes,730.00,1,ASHLEY WAY,,ARCADIA,WI,54612,10312,,
A-TWINAUTOMOTIVE EXPERTS CORP,Tow Truck Company - 124,Outstanding Judgment - J01,03/12/2020,05/01/2020,Referred to Hearing - RTH,No,0.00,514,E 81ST ST,,BROOKLYN,NY,11236,11247,,
323 WEST 34TH STREET LLC,Garage - 049,Advertising/Misleading - A02,02/24/2020,03/05/2020,Resolved and Consumer Satisfied - SPF,Yes,0.00,323,W 34TH ST,,NEW YORK,NY,10001,10302,-73.99432979299263,40.75256654976554
LOWE'S HOME CENTERS LLC,Appliances - 244,Defective Goods - D02,12/12/2019,12/23/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,1000,LOWES BLVD,,MOORESVILLE,NC,28117,11216,,
ANGUS AUTOMOTIVE INC.,Tow Truck Company - 124,Misrepresentation - M01,02/21/2019,03/26/2019,Cash Amount - AMT,Yes,68.00,503,E 165TH ST,,BRONX,NY,10456,10473,-73.90831203283055,40.82668464289043
CORNER FURNITURE STORE,Furniture Sales - 242,Damaged Goods - D01,02/06/2020,03/05/2020,No Business Response - NVR,No,0.00,2916,WHITE PLAINS RD,,BRONX,NY,10467,10469,-73.86725408770279,40.868229766749614
"BAY RIDGE NISSAN, INC.",Secondhand Dealer Auto - 005,Surcharge/Overcharge - S02,01/14/2019,01/17/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,6501,5TH AVE,,BROOKLYN,NY,11220,11234,-74.01925453927343,40.636497082407786
DESIGNER HOME,Appliances - 244,Damaged Goods - D01,01/17/2019,02/20/2019,Advised to Sue - ATS,No,0.00,1208,MCDONALD AVE,,BROOKLYN,NY,11230,11224,-73.97589668002806,40.62407325345572
,Secondhand Dealer Auto - 005,Defective Goods - D02,06/27/2019,08/15/2019,Advised to Sue - ATS,No,0.00,,,,,,,11213,,
"SCERRI, JOSEPH S.",Home Improvement Contractor - 100,Quality of Work - Q01,01/16/2019,02/13/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,364,E 69TH ST,,NEW YORK,NY,10021,10003,-73.99246609242051,40.73217294557195
"L & S TOWING, INC",Tow Truck Company - 124,Misrepresentation - M01,05/08/2019,06/14/2019,Cash Amount - AMT,Yes,422.00,41,RECTOR ST,,STATEN ISLAND,NY,10310,11223,-74.12792403387031,40.635851130167694
LONG ISLAND MASONRY,Home Improvement Contractor - 100,Quality of Work - Q01,07/02/2019,07/25/2019,No Business Response - NVR,No,0.00,430,W MERRICK RD,,VALLEY STREAM,NY,11580,11412,,
LIFE IN MOTION YOGA,Misc Non-Food Retail - 817,Refund Policy - R01,04/16/2019,04/25/2019,No Business Response - NVR,No,0.00,2744,BROADWAY,,NEW YORK,NY,10025,10025,-73.9679407063715,40.800699425462504
SPRINT SPECTRUM L.P.,Other,Misrepresentation - M01,12/02/2019,12/17/2019,Bill Reduced - BLR,Yes,0.00,6500,SPRINT PARKWAY,,OVERLAND PARK,NY,66251,10458,,
"ACCESS 37 PARKING, LLC",Garage - 049,Unauthorized charges,11/04/2019,11/15/2019,Cash Amount - AMT,Yes,112.00,270,MADISON AVE,2,NEW YORK,NY,10016,10533,-73.99514528948617,40.7553772070415
SHOPPERS PARADISE,Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,07/23/2019,08/12/2019,Goods Exchanged - GEX,Yes,400.00,16625,JAMAICA AVE,,JAMAICA,NY,11432,11421,-73.79372849791464,40.705921393913
"BEST BUY STORES, L.P.",Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,09/05/2019,10/01/2019,Goods Exchanged - GEX,Yes,218.00,2200,CABOT DR,STE 200,LISLE,IL,60532,10455,-73.930860669189,40.821743407535514
ICELLULAR LLC,Electronic Store - 001,Breach of Contract - B03,03/15/2019,04/03/2019,No Satisfactory Preempted - NSP,NA,0.00,13202,LIBERTY AVE,,SOUTH RICHMOND HILL,NY,11419,11420,-73.81397274029032,40.690634567712905
EASY SHOPPING FURNITURE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,01/08/2020,01/08/2020,Goods Exchanged - GEX,Yes,0.00,1888,3RD AVE,,NEW YORK,NY,10029,10029,-73.94549385421568,40.7904641354079
II CORALLO TRATTORIA RESTAURANT,Restaurant - 818,Advertising/Misleading - A02,12/24/2019,12/31/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,176,PRINCE ST,,NEW YORK,NY,10012,,-74.00192660467788,40.726274695948916
"SHAFIQUE, MUHAMMAD",Home Improvement Contractor - 100,Unlicensed,07/09/2019,08/02/2019,Consumer Took Action - CTA,No,0.00,12511,115TH AVE,1,SOUTH OZONE PARK,NY,11420,11436,-73.81414699643011,40.67857155072751
EMPIRE GIFTS & ELECTRONICS INC,Electronic Store - 001,Misrepresentation - M01,06/11/2019,06/26/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,841,7TH AVE,,NEW YORK,NY,10019,,-73.9813548644334,40.763684140332686
LA INTER DE TEJADA MUEBLES,Furniture Sales - 242,Damaged Goods - D01,06/11/2019,06/28/2019,Goods Exchanged - GEX,Yes,459.00,106,E 170TH ST,,BRONX,NY,10452,10457,-73.91550810398739,40.8393762050656
"KOEPPEL NISSAN, INC.",Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,09/26/2019,10/11/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,7415,NORTHERN BLVD,,JACKSON HEIGHTS,NY,11372,11368,,
A STARRY NIGHT MUSIC,Misc Non-Food Retail - 817,Breach of Contract - B03,08/01/2019,09/03/2019,Advised to Sue - ATS,No,0.00,151,1ST AVE,,NEW YORK,NY,10003,10006,,
1STOPBEDROOMS INC.,Furniture Sales - 242,Misrepresentation - M01,07/18/2019,09/13/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,30,E 33RD ST,,NEW YORK,NY,10016,28532,,
APR 57,Jewelry Store-Retail - 823,Refund Policy - R01,10/15/2019,11/08/2019,Complaint Invalid - CIN,NA,0.00,116,W 57TH ST,,NEW YORK,NY,10019,11415,-73.98031463879582,40.7656272445446
BARBIZON MANHATTAN,Other,Misrepresentation - M01,02/24/2020,04/14/2020,Credit Card Refund and/or Contract Cancelled - CRC,Yes,695.00,1384,BROADWAY,FL 17,NEW YORK,NY,10018,07305,,
TOTAL NYC INC,Home Improvement Contractor - 100,Quality of Work - Q01,08/05/2019,09/09/2019,No Business Response - NVR,No,0.00,21316,91ST AVE,,QUEENS VILLAGE,NY,11428,11364,-73.75440473604105,40.751659852622275
EPC MANAGEMENT INC.,Home Improvement Contractor - 100,Breach of Contract - B03,10/17/2019,11/22/2019,Referred to Hearing - RTH,No,0.00,63,CENTER ST,,ENGLEWOOD CLIFFS,NJ,07632,10075,,
TOP VIEW SIGHTSEEING,Sightseeing Bus - 078,Misrepresentation - M01,09/26/2019,10/01/2019,Store Credit - SCR,Yes,407.00,2,E 42ND ST,,NEW YORK,NY,10017,11367,,
CMP EMPLOYMENT AGENCY CORP,Employment Agency - 034,Breach of Contract - B03,04/16/2019,04/30/2019,Cash Amount - AMT,Yes,50.00,3119,35TH AVE,,ASTORIA,NY,11106,11368,-73.92827374950976,40.75803110620819
SUPERIOR APPLIANCE REPAIR,Appliances - 244,Service Install - S01,12/28/2018,01/14/2019,Cash Amount - AMT,Yes,500.00,509,DAHILL RD,,BROOKLYN,NY,11218,11214,,
"BEST BUY STORES, L.P.",Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,07/16/2019,07/26/2019,Goods Received - GDR,Yes,848.00,PO BOX,P O BOX 9450,,MINNEAPOLIS,MN,55440,11208,-73.865782081988,40.651706085821566
"V & M AMERICAN OUTLET SUPER STORE, INC.",Furniture Sales - 242,Defective Goods - D02,04/02/2019,04/25/2019,Goods Exchanged - GEX,Yes,490.00,2226,3RD AVE,,NEW YORK,NY,10035,10035,,
"BEST BUY STORES, L.P.",Electronic Store - 001,Refund Policy - R01,01/24/2020,02/18/2020,Credit Card Refund and/or Contract Cancelled - CRC,Yes,1198.00,7601,PENN AVE S,,RICHFIELD,MN,55423,11374,,
"NATIONWIDE CREDIT, INC.",Debt Collection Agency - 122,Billing Dispute - B02,03/22/2019,04/18/2019,Bill Reduced - BLR,Yes,3578.00,PO BOX,P O BOX 14581,,DES MOINES,IA,50306,10022,,
"CVS ALBANY, L.L.C",Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,11/19/2019,12/16/2019,No Consumer Response - NCR,NA,0.00,1,CVS DR,,WOONSOCKET,RI,02895,10009,-73.99448959474978,40.7405665147728
MATTRESS FIRM,Furniture Sales - 242,Damaged Goods - D01,04/11/2019,05/20/2019,Store Credit - SCR,Yes,1300.00,5815,GULF FWY,,HOUSTON,TX,77023,11373,-73.87163802142506,40.75301392618723
R.W. SEAMLESS GUTTERS & LEADERS,Home Improvement Contractor - 100,,04/17/2020,04/22/2020,Resolved and Consumer Satisfied - SPF,Yes,0.00,13326,128TH ST,,SOUTH OZONE PARK,NY,11420,,,
"BOB'S DISCOUNT FURNITURE, LLC",Furniture Sales - 242,Defective Goods - D02,08/02/2019,08/23/2019,Goods Exchanged - GEX,Yes,278.00,428,TOLLAND TPKE,,MANCHESTER,CT,06042,11106,,
MIKE'S APPLIANCE REPAIR,Electronic & Home Appliance Service Dealer - 115,Misrepresentation - M01,01/28/2020,02/21/2020,No Business Response - NVR,No,0.00,1650,OCEAN AVE,,BROOKLYN,NY,11230,11235,-73.95568172844159,40.62191257680293
